,Date,Open,High,Low,Close*,Adj Close**,Volume
138,2020-02-04,4.26,4.26,4.02,4.22,4.22,199182438.0
139,2020-02-05,4.22,4.35,4.15,4.33,4.33,219629627.0
140,2020-02-06,4.33,4.58,4.27,4.57,4.57,245005952.0
141,2020-02-07,4.57,4.9,4.53,4.81,4.81,263626979.0
142,2020-02-08,4.81,4.81,4.53,4.63,4.63,223813433.0
143,2020-02-09,4.63,4.79,4.6,4.76,4.76,194625819.0
144,2020-02-10,4.76,4.79,4.59,4.79,4.79,213729603.0
145,2020-02-11,4.78,5.15,4.71,5.1,5.1,246047423.0
146,2020-02-12,5.1,5.31,5.08,5.11,5.11,259478348.0
147,2020-02-13,5.11,5.23,4.85,4.89,4.89,292085886.0
148,2020-02-14,4.9,5.12,4.87,5.1,5.1,228732873.0
149,2020-02-15,5.1,5.13,4.45,4.58,4.58,259955974.0
150,2020-02-16,4.6,4.74,4.08,4.39,4.39,315050586.0
151,2020-02-17,4.39,4.4,3.93,4.27,4.27,311147336.0
152,2020-02-18,4.27,4.48,3.99,4.43,4.43,256786535.0
153,2020-02-19,4.43,4.69,4.15,4.16,4.16,253028949.0
154,2020-02-20,4.15,4.55,4.13,4.47,4.47,1754228163.0
155,2020-02-21,4.47,4.97,4.43,4.83,4.83,743408253.0
156,2020-02-22,4.83,5.09,4.71,5.0,5.0,297156553.0
157,2020-02-23,5.02,5.09,4.75,4.79,4.79,255495590.0
158,2020-02-24,4.79,4.93,4.25,4.38,4.38,273073854.0
159,2020-02-25,4.38,4.39,4.0,4.06,4.06,234723404.0
160,2020-02-26,4.05,4.07,3.51,3.67,3.67,273436563.0
161,2020-02-27,3.66,3.85,3.36,3.69,3.69,244141234.0
162,2020-02-28,3.69,3.74,3.46,3.54,3.54,182473022.0
163,2020-02-29,3.54,3.67,3.48,3.48,3.48,117740505.0
164,2020-03-01,3.47,3.55,3.28,3.37,3.37,134716473.0
165,2020-03-02,3.36,3.76,3.34,3.68,3.68,155975816.0
166,2020-03-03,3.69,3.69,3.53,3.63,3.63,127505754.0
167,2020-03-04,3.63,3.89,3.63,3.74,3.74,155036912.0
168,2020-03-05,3.74,3.93,3.74,3.76,3.76,144313784.0
169,2020-03-06,3.77,3.87,3.72,3.84,3.84,130616200.0
170,2020-03-07,3.84,3.85,3.59,3.62,3.62,1038558793.0
171,2020-03-08,3.62,3.62,3.1,3.1,3.1,184166651.0
172,2020-05-07,2.67,2.78,2.62,2.73,2.73,200554903.0
173,2020-05-08,2.73,2.86,2.69,2.82,2.82,192534152.0
174,2020-05-09,,,,,,
175,2020-05-10,,,,,,
176,2020-05-11,,,,,,
177,2020-05-12,,,,,,
178,2020-05-13,,,,,,
179,2020-05-14,,,,,,
180,2020-05-15,,,,,,
181,2020-05-16,2.48,2.57,2.45,2.55,2.55,147163344.0
182,2020-05-17,2.55,2.62,2.54,2.54,2.54,143724086.0
183,2020-05-18,2.54,2.66,2.53,2.59,2.59,163528477.0
184,2020-05-19,2.59,2.65,2.54,2.6,2.6,142768378.0
185,2020-05-20,2.6,2.7,2.57,2.7,2.7,159956835.0
186,2020-05-21,2.7,2.73,2.47,2.52,2.52,181807764.0
187,2020-05-22,2.52,2.68,2.5,2.65,2.65,151380584.0
188,2020-05-23,2.65,2.67,2.57,2.6,2.6,115303106.0
189,2020-05-24,2.6,2.65,2.52,2.53,2.53,135354359.0
190,2020-05-25,2.52,2.63,2.48,2.61,2.61,141861563.0
191,2020-05-26,2.61,2.63,2.54,2.58,2.58,121605318.0
192,2020-05-27,2.58,2.67,2.57,2.61,2.61,121510767.0
193,2020-05-28,2.61,2.67,2.58,2.66,2.66,101752451.0
194,2020-05-29,2.66,2.7,2.64,2.68,2.68,92727475.0
195,2020-05-30,2.68,2.82,2.64,2.81,2.81,125099098.0
196,2020-05-31,2.81,2.87,2.71,2.73,2.73,126961037.0
197,2020-06-01,2.73,2.86,2.72,2.85,2.85,131032791.0
198,2020-06-02,2.85,2.95,2.68,2.75,2.75,173439108.0
199,2020-06-03,2.75,2.91,2.75,2.9,2.9,130830909.0
200,2020-06-04,2.9,3.15,2.9,3.11,3.11,194087419.0
201,2020-06-05,3.11,3.2,3.04,3.11,3.11,173819262.0
202,2020-06-06,3.11,3.17,3.06,3.06,3.06,115040527.0
203,2020-06-07,3.06,3.11,2.91,3.03,3.03,122046710.0
204,2020-06-08,3.03,3.15,3.0,3.15,3.15,107678224.0
205,2020-06-09,3.15,3.18,3.09,3.13,3.13,132661687.0
206,2020-06-10,3.13,3.13,3.03,3.12,3.12,125271625.0
207,2020-06-11,,,,,,
208,2020-06-12,,,,,,
209,2020-06-13,,,,,,
210,2020-06-14,2.88,2.88,2.75,2.77,2.77,99789109.0
211,2020-06-15,2.77,2.79,2.56,2.71,2.71,146311613.0
212,2020-06-16,2.71,2.76,2.69,2.72,2.72,114669148.0
213,2020-06-17,2.73,2.74,2.66,2.7,2.7,116732797.0
214,2020-06-18,2.7,2.7,2.62,2.66,2.66,95666155.0
215,2020-06-19,2.65,2.66,2.59,2.59,2.59,99231023.0
216,2020-06-20,2.59,2.63,2.56,2.61,2.61,90834917.0
217,2020-06-21,2.61,2.63,2.59,2.61,2.61,82053811.0
218,2020-06-22,2.6,2.72,2.6,2.68,2.68,96576319.0
219,2020-06-23,2.68,2.83,2.65,2.77,2.77,104021029.0
220,2020-06-24,2.78,2.88,2.66,2.68,2.68,105354511.0
221,2020-06-25,2.68,2.69,2.58,2.62,2.62,77264799.0
222,2020-06-26,2.63,2.65,2.53,2.62,2.62,84370609.0
223,2020-06-27,2.62,2.72,2.33,2.44,2.44,93301751.0
224,2020-06-28,2.44,2.56,2.41,2.51,2.51,67511560.0
225,2020-06-29,2.51,2.68,2.47,2.65,2.65,90524641.0
226,2020-06-30,2.64,2.68,2.58,2.6,2.6,56318983.0
227,2020-07-01,2.6,2.68,2.58,2.66,2.66,61670189.0
228,2020-07-02,2.66,2.79,2.63,2.68,2.68,81945498.0
229,2020-07-03,2.68,2.8,2.68,2.69,2.69,84247985.0
230,2020-07-04,2.7,2.79,2.69,2.77,2.77,73677976.0
231,2020-07-05,2.78,2.98,2.74,2.93,2.93,127933386.0
232,2020-07-06,2.93,3.12,2.92,3.02,3.02,139258504.0
233,2020-07-07,3.02,3.28,2.97,3.24,3.24,129565057.0
234,2020-07-08,3.24,3.57,3.17,3.55,3.55,167546062.0
235,2020-07-09,3.55,3.81,3.42,3.8,3.8,172133671.0
236,2020-07-10,3.8,4.13,3.59,4.06,4.06,240007520.0
237,2020-07-11,4.06,4.44,3.9,3.94,3.94,262446668.0
238,2020-07-12,3.93,4.16,3.91,4.02,4.02,162188362.0
239,2020-07-13,4.02,4.33,3.76,3.88,3.88,215883769.0
240,2020-07-14,3.88,4.03,3.82,3.96,3.96,161379172.0
241,2020-07-15,3.95,4.14,3.87,4.04,4.04,118920920.0
242,2020-07-16,4.04,4.27,3.78,4.08,4.08,181058807.0
243,2020-07-17,4.07,4.25,3.96,4.14,4.14,147509307.0
244,2020-07-18,4.14,4.52,4.11,4.36,4.36,188008155.0
245,2020-07-19,4.36,4.51,4.01,4.19,4.19,191114701.0
246,2020-07-20,4.19,4.24,3.87,3.88,3.88,123252885.0
247,2020-07-21,3.88,4.05,3.79,4.0,4.0,134911036.0
248,2020-07-22,4.0,4.04,3.89,4.01,4.01,95362253.0
249,2020-07-23,4.01,4.09,3.93,3.96,3.96,97303815.0
250,2020-07-24,3.96,3.96,3.79,3.82,3.82,100656643.0
251,2020-07-25,3.82,3.95,3.78,3.91,3.91,117721754.0
252,2020-07-26,3.9,3.91,3.75,3.81,3.81,114783801.0
253,2020-07-27,3.8,3.91,3.34,3.59,3.59,179412715.0
254,2020-07-28,3.59,3.78,3.55,3.75,3.75,120724603.0
255,2020-07-29,3.75,3.85,3.63,3.64,3.64,107518754.0
256,2020-07-30,3.64,3.75,3.61,3.72,3.72,89185104.0
257,2020-07-31,3.72,3.84,3.71,3.79,3.79,98156636.0
258,2020-08-01,3.79,4.11,3.79,4.06,4.06,157637842.0
259,2020-08-02,4.07,4.21,3.61,3.89,3.89,154074397.0
260,2020-08-03,3.9,4.05,3.81,3.85,3.85,144959925.0
261,2020-08-04,3.85,4.05,3.82,4.01,4.01,112162334.0
262,2020-08-05,4.01,4.2,3.96,4.16,4.16,127763370.0
263,2020-08-06,4.16,4.25,4.13,4.18,4.18,128558907.0
264,2020-08-07,4.17,4.19,3.93,4.02,4.02,122545388.0
265,2020-08-08,4.02,4.43,3.99,4.43,4.43,119089971.0
266,2020-08-09,4.43,5.43,4.31,5.28,5.28,367025728.0
267,2020-08-10,5.28,5.85,5.14,5.47,5.47,356003398.0
268,2020-08-11,5.48,5.57,4.73,4.93,4.93,227937900.0
269,2020-08-12,4.93,6.05,4.89,5.98,5.98,360566166.0
270,2020-08-13,,,,,,
271,2020-08-14,,,,,,
272,2020-08-15,,,,,,
273,2020-08-16,6.09,6.37,5.82,6.22,6.22,214631153.0
274,2020-08-17,6.22,6.31,5.94,5.94,5.94,177357908.0
275,2020-08-18,5.91,6.13,5.59,5.84,5.84,178381361.0
276,2020-08-19,5.83,5.93,5.34,5.67,5.67,176905067.0
277,2020-08-20,5.67,6.37,5.57,6.3,6.3,234862299.0
278,2020-08-21,6.3,6.59,5.63,5.63,5.63,250034249.0
279,2020-08-22,5.62,6.49,5.43,6.44,6.44,288906284.0
280,2020-08-23,6.44,8.55,6.36,8.52,8.52,950815185.0
281,2020-08-24,8.5,8.52,7.69,8.15,8.15,477822555.0
282,2020-08-25,8.2,8.86,7.82,8.43,8.43,775432823.0
283,2020-08-26,8.43,8.64,7.69,7.74,7.74,543449709.0
284,2020-08-27,7.73,7.92,6.94,7.29,7.29,476206940.0
285,2020-08-28,7.29,7.82,7.17,7.58,7.58,323336194.0
286,2020-08-29,7.58,7.61,7.31,7.31,7.31,261510039.0
287,2020-08-30,7.3,7.9,7.27,7.64,7.64,350623367.0
288,2020-08-31,7.63,7.8,7.21,7.21,7.21,282620496.0
289,2020-09-01,7.21,7.63,7.08,7.25,7.25,371396401.0
290,2020-09-02,7.25,7.31,6.4,6.65,6.65,277133708.0
291,2020-09-03,6.66,6.73,4.8,4.98,4.98,282049166.0
292,2020-09-04,4.97,5.64,4.77,5.51,5.51,344004275.0
293,2020-09-05,,,,,,
294,2020-09-06,,,,,,
295,2020-09-07,,,,,,
296,2020-09-08,,,,,,
297,2020-09-09,,,,,,
298,2020-09-10,,,,,,
299,2020-09-11,,,,,,
300,2020-09-12,,,,,,
301,2020-09-13,,,,,,
302,2020-09-14,,,,,,
303,2020-09-15,,,,,,
304,2020-09-16,,,,,,
305,2020-09-17,,,,,,
306,2020-09-18,,,,,,
307,2020-09-19,,,,,,
308,2020-09-20,,,,,,
309,2020-09-21,,,,,,
310,2020-09-22,4.09,4.27,4.04,4.22,4.22,171684228.0
311,2020-09-23,4.22,4.3,3.83,3.85,3.85,134221234.0
312,2020-09-24,3.85,4.55,3.81,4.49,4.49,157128359.0
313,2020-09-25,4.49,4.81,4.38,4.79,4.79,154126209.0
314,2020-09-26,4.8,4.82,4.5,4.61,4.61,108388966.0
315,2020-09-27,4.61,4.79,4.55,4.73,4.73,121699166.0
316,2020-09-28,4.73,5.18,4.73,4.84,4.84,199772861.0
317,2020-09-29,4.84,5.37,4.82,5.3,5.3,170872166.0
318,2020-09-30,5.3,5.57,5.22,5.37,5.37,207449828.0
319,2020-10-01,5.37,5.6,4.99,5.1,5.1,166700246.0
320,2020-10-02,,,,,,
321,2020-10-03,,,,,,
322,2020-10-04,,,,,,
323,2020-10-05,5.33,5.4,5.2,5.38,5.38,132582943.0
324,2020-10-06,5.38,5.4,4.71,4.75,4.75,158578835.0
325,2020-10-07,4.75,4.94,4.59,4.89,4.89,121280105.0
326,2020-10-08,4.89,5.13,4.65,5.05,5.05,123305432.0
327,2020-10-09,5.05,5.28,4.96,5.17,5.17,126797975.0
328,2020-10-10,5.16,5.69,5.16,5.53,5.53,277656231.0
329,2020-10-11,5.54,6.27,5.44,6.08,6.08,459851237.0
330,2020-10-12,6.08,6.22,5.81,5.99,5.99,382216591.0
331,2020-10-13,5.98,6.17,5.83,6.02,6.02,358539920.0
332,2020-10-14,6.02,6.13,5.65,5.75,5.75,347146738.0
333,2020-10-15,5.74,5.89,5.53,5.76,5.76,260450700.0
334,2020-10-16,5.77,5.84,5.33,5.39,5.39,248946095.0
335,2020-10-17,5.42,5.48,5.3,5.47,5.47,107183005.0
336,2020-10-18,5.46,5.78,5.42,5.76,5.76,180946252.0
337,2020-10-19,5.77,5.77,5.47,5.51,5.51,222765650.0
338,2020-10-20,5.51,5.51,5.02,5.04,5.04,244425616.0
339,2020-10-21,5.03,5.48,5.01,5.26,5.26,271890873.0
340,2020-10-22,5.25,5.57,5.24,5.43,5.43,292042210.0
341,2020-10-23,5.44,5.49,5.18,5.37,5.37,356659049.0
342,2020-10-24,5.37,5.59,5.27,5.56,5.56,299387143.0
343,2020-10-25,5.56,5.65,5.27,5.3,5.3,335377306.0
344,2020-10-26,5.3,5.36,4.99,5.15,5.15,394953224.0
345,2020-10-27,5.15,5.32,5.07,5.16,5.16,369482286.0
346,2020-10-28,5.16,5.16,4.72,4.81,4.81,308672970.0
347,2020-10-29,4.81,4.86,4.53,4.63,4.63,264946474.0
348,2020-10-30,4.63,4.71,4.35,4.62,4.62,319273601.0
349,2020-10-31,4.62,4.8,4.59,4.62,4.62,261345268.0
350,2020-11-01,4.62,4.84,4.54,4.74,4.74,271482141.0
351,2020-11-02,4.74,4.87,4.56,4.61,4.61,320334368.0
352,2020-11-03,4.61,4.61,4.32,4.48,4.48,307581881.0
353,2020-11-04,4.48,4.48,4.22,4.39,4.39,313836974.0
354,2020-11-05,4.39,4.58,4.28,4.51,4.51,203956084.0
355,2020-11-06,4.51,4.94,4.48,4.87,4.87,250264714.0
356,2020-11-07,4.87,5.15,4.53,4.62,4.62,292254641.0
357,2020-11-08,4.62,4.89,4.57,4.8,4.8,168143536.0
358,2020-11-09,4.8,5.18,4.68,5.13,5.13,240331275.0
359,2020-11-10,5.13,5.26,4.91,5.08,5.08,215083725.0
360,2020-11-11,5.08,5.26,5.02,5.03,5.03,205405671.0
361,2020-11-12,5.03,5.3,4.94,5.04,5.04,237165649.0
362,2020-11-13,5.04,5.26,5.02,5.21,5.21,184471342.0
363,2020-11-14,5.21,5.24,5.0,5.05,5.05,157621182.0
364,2020-11-15,5.05,5.12,4.87,4.98,4.98,122779028.0
365,2020-11-16,4.98,5.17,4.94,5.1,5.1,153196941.0
366,2020-11-17,5.13,5.35,5.13,5.29,5.29,204595413.0
367,2020-11-18,5.29,5.32,4.95,5.1,5.1,209635610.0
368,2020-11-19,5.1,5.2,4.99,5.09,5.09,154067529.0
369,2020-11-20,5.09,5.45,5.08,5.27,5.27,223688661.0
370,2020-11-21,5.27,5.92,5.26,5.89,5.89,334465901.0
371,2020-11-22,5.89,5.95,5.29,5.46,5.46,314004493.0
372,2020-11-23,5.46,5.9,5.44,5.8,5.8,296001865.0
373,2020-11-24,5.8,6.4,5.68,5.95,5.95,455479630.0
374,2020-11-25,5.95,6.46,5.79,5.92,5.92,367760757.0
375,2020-11-26,5.92,6.26,5.05,5.33,5.33,475650477.0
376,2020-11-27,5.33,5.44,5.12,5.36,5.36,236297555.0
377,2020-11-28,5.36,5.54,5.24,5.43,5.43,184123146.0
378,2020-11-29,5.44,5.54,5.33,5.43,5.43,194782627.0
379,2020-11-30,5.42,5.65,5.34,5.55,5.55,237396324.0
380,2020-12-01,5.56,5.7,5.18,5.27,5.27,258458947.0
381,2020-12-02,5.27,5.54,5.22,5.5,5.5,245897232.0
382,2020-12-03,5.5,5.65,5.37,5.5,5.5,194837292.0
383,2020-12-04,5.5,5.54,5.01,5.07,5.07,195489824.0
384,2020-12-05,5.07,5.29,4.99,5.26,5.26,166084668.0
385,2020-12-06,5.26,5.28,5.09,5.21,5.21,145787932.0
386,2020-12-07,5.21,5.22,5.09,5.1,5.1,129741017.0
387,2020-12-08,5.1,5.14,4.67,4.73,4.73,166125608.0
388,2020-12-09,4.73,4.88,4.57,4.81,4.81,188249912.0
389,2020-12-10,4.81,4.81,4.65,4.66,4.66,145623121.0
390,2020-12-11,4.66,4.85,4.49,4.71,4.71,190251670.0
391,2020-12-12,4.71,5.11,4.71,5.07,5.07,140392205.0
392,2020-12-13,5.07,5.36,5.06,5.19,5.19,172151624.0
393,2020-12-14,5.19,5.31,5.04,5.22,5.22,139005677.0
394,2020-12-15,5.22,5.36,5.07,5.3,5.3,162574656.0
395,2020-12-16,5.3,5.5,5.17,5.48,5.48,269777410.0
396,2020-12-17,5.48,5.72,5.32,5.36,5.36,342779990.0
397,2020-12-18,5.36,5.44,5.22,5.33,5.33,227710106.0
398,2020-12-19,5.33,5.44,5.27,5.29,5.29,204767439.0
399,2020-12-20,5.29,5.35,4.96,5.03,5.03,218893865.0
400,2020-12-21,5.03,5.14,4.82,5.04,5.04,263918277.0
401,2020-12-22,5.04,5.09,4.74,4.95,4.95,301783565.0
402,2020-12-23,4.95,5.0,4.27,4.38,4.38,336004306.0
403,2020-12-24,4.38,4.99,4.24,4.95,4.95,289019035.0
404,2020-12-25,4.95,5.04,4.76,4.91,4.91,220602609.0
405,2020-12-26,4.91,4.96,4.73,4.79,4.79,187812725.0
406,2020-12-27,4.79,5.01,4.59,4.83,4.83,282789433.0
407,2020-12-28,4.83,5.55,4.8,5.36,5.36,321729216.0
408,2020-12-29,5.36,5.67,5.03,5.63,5.63,393364458.0
409,2020-12-30,5.62,5.8,5.4,5.44,5.44,408834920.0
410,2020-12-31,5.43,6.49,5.26,6.49,6.49,499347023.0
411,2021-01-01,6.49,6.51,5.65,5.87,5.87,492387731.0
412,2021-01-02,5.87,5.88,5.32,5.41,5.41,599846982.0
413,2021-01-03,5.42,5.9,5.3,5.81,5.81,525732595.0
414,2021-01-04,5.82,6.26,5.37,6.0,6.0,627610837.0
415,2021-01-05,6.0,6.37,5.67,6.22,6.22,609572486.0
416,2021-01-06,6.22,6.95,5.89,6.68,6.68,773764043.0
417,2021-01-07,6.68,6.84,6.14,6.28,6.28,649595017.0
418,2021-01-08,6.27,6.33,5.71,5.95,5.95,638646885.0
419,2021-01-09,5.95,6.72,5.84,6.54,6.54,687660265.0
420,2021-01-10,6.54,7.14,6.0,6.43,6.43,779660148.0
421,2021-01-11,6.43,6.43,5.03,5.72,5.72,755034143.0
422,2021-01-12,5.72,6.14,5.52,5.7,5.7,560645822.0
423,2021-01-13,5.7,6.25,5.56,6.22,6.22,461959283.0
424,2021-01-14,6.22,6.58,6.15,6.44,6.44,534626328.0
425,2021-01-15,6.44,8.36,6.44,7.94,7.94,1762870086.0
426,2021-01-16,7.93,9.51,7.62,9.03,9.03,1477107371.0
427,2021-01-17,9.03,9.18,8.06,8.51,8.51,962808614.0
428,2021-01-18,8.51,9.84,8.51,9.49,9.49,983655097.0
429,2021-01-19,9.51,10.13,8.9,8.98,8.98,803693026.0
430,2021-01-20,8.96,9.45,8.01,8.9,8.9,813139538.0
431,2021-01-21,8.9,8.94,7.13,7.15,7.15,710443529.0
432,2021-01-22,7.15,8.44,6.69,8.01,8.01,810366152.0
433,2021-01-23,8.01,8.68,7.87,8.31,8.31,682782541.0
434,2021-01-24,8.31,8.78,7.91,8.24,8.24,593793753.0
435,2021-01-25,8.24,8.52,7.71,7.76,7.76,557948227.0
436,2021-01-26,7.76,7.94,7.42,7.72,7.72,530402384.0
437,2021-01-27,7.72,7.75,6.79,6.99,6.99,588954472.0
438,2021-01-28,6.99,7.9,6.87,7.84,7.84,567325510.0
439,2021-01-29,8.2,8.45,7.72,7.98,7.98,679210995.0
440,2021-01-30,7.98,8.28,7.76,8.05,8.05,437009193.0
441,2021-01-31,8.05,8.86,7.74,8.14,8.14,618250965.0
442,2021-02-01,8.14,9.21,7.84,9.21,9.21,646040739.0
443,2021-02-02,9.22,9.32,8.72,8.9,8.9,534811920.0
444,2021-02-03,8.9,9.4,8.76,9.28,9.28,570129740.0
445,2021-02-04,9.28,9.48,8.69,9.19,9.19,535873979.0
446,2021-02-05,9.18,12.66,9.06,12.16,12.16,1461410929.0
447,2021-02-06,12.16,13.48,11.35,12.02,12.02,1448899767.0
448,2021-02-07,12.04,13.94,11.54,13.92,13.92,1590915578.0
449,2021-02-08,13.91,14.96,13.31,14.24,14.24,1518972157.0
450,2021-02-09,14.23,15.46,13.82,15.09,15.09,1171768507.0
451,2021-02-10,15.08,15.42,13.65,15.0,15.0,1153342396.0
452,2021-02-11,15.0,18.21,14.85,17.78,17.78,1616374650.0
